화재발생년월일,시도,시군구,인명피해소계,사망,부상,재산피해소계,부동산,동산,장소대분류,장소중분류,장소소분류
2020-01-01 14:49,부산광역시,사하구,0,0,0,1885,1665,220,생활서비스,음식점,한식
2020-01-01 14:50,강원도,강릉시,0,0,0,20356,16106,4250,주거,단독주택,단독주택
2020-01-01 14:59,경상남도,창녕군,0,0,0,165,0,165,"자동차,철도차량",건설기계,덤프트럭
2020-01-01 15:07,경기도,연천군,0,0,0,5225,4243,982,주거,단독주택,단독주택
2020-01-01 15:31,서울특별시,구로구,0,0,0,147,0,147,주거,단독주택,다가구주택
2020-01-01 15:32,대구광역시,동구,0,0,0,0,,,기타,야외,쓰레기
2020-01-01 15:38,경상남도,창원시 성산구,0,0,0,45,0,45,기타,야외,기타야외
2020-01-01 15:50,강원도,영월군,0,0,0,184,148,36,"판매,업무시설",일반업무,기타 일반업무시설
2020-01-01 15:54,경기도,구리시,0,0,0,50,0,50,생활서비스,음식점,한식
2020-01-01 16:03,전라북도,익산시,0,0,0,198,0,198,"자동차,철도차량",자동차,승용자동차
2020-01-01 16:06,인천광역시,중구,0,0,0,163,79,84,주거,단독주택,단독주택
2020-01-01 16:50,부산광역시,동래구,0,0,0,194,84,110,생활서비스,음식점,한식
2020-01-01 17:04,경기도,구리시,0,0,0,11,0,11,기타,야외,기타야외
2020-01-01 17:26,경기도,부천시,0,0,0,260305,8261,252044,산업시설,공장시설,그 밖의 공업
2020-01-01 17:35,경기도,양평군,0,0,0,123,0,123,기타,야외,쓰레기
2020-01-01 17:39,경기도,화성시,1,0,1,73715,45089,28626,산업시설,공장시설,방직공업
2020-01-01 17:45,경상북도,영주시,0,0,0,319,154,165,기타서비스,기타건축물,기타 건축물
2020-01-01 17:49,경상북도,울진군,0,0,0,1279,1169,110,주거,공동주택,다세대주택
2020-01-01 17:55,경상북도,포항시남구,0,0,0,338,255,83,주거,공동주택,연립주택
2020-01-01 18:08,경기도,화성시,0,0,0,418,0,418,기타,야외,공터
2020-01-01 18:30,서울특별시,중구,0,0,0,322,262,60,생활서비스,일상서비스,기타 일상서비스
2020-01-01 18:37,전라북도,남원시,0,0,0,8873,7883,990,주거,기타주택,기타 주택
2020-01-01 18:47,인천광역시,미추홀구,0,0,0,300,0,300,기타,야외,기타야외
2020-01-01 18:53,광주광역시,북구,0,0,0,385,0,385,"자동차,철도차량",자동차,오토바이
2020-01-01 19:12,경기도,광주시,0,0,0,5151,2422,2729,산업시설,창고시설,기타 창고
2020-01-01 19:13,경상남도,창원시 진해구,0,0,0,2957,2257,700,생활서비스,음식점,한식
2020-01-01 19:46,경기도,화성시,0,0,0,8231,6229,2002,기타서비스,기타건축물,기타 건축물
2020-01-01 19:55,경상북도,영천시,0,0,0,2900,2708,192,산업시설,공장시설,그 밖의 공업
2020-01-01 19:55,경기도,과천시,0,0,0,275,229,46,주거,공동주택,아파트
2020-01-01 20:15,전라북도,군산시,0,0,0,231,205,26,주거,공동주택,아파트
2020-01-01 20:18,경상북도,포항시북구,0,0,0,5137,0,5137,"자동차,철도차량",자동차,승용자동차
2020-01-01 20:24,대구광역시,중구,0,0,0,2985,1702,1283,"판매,업무시설",판매시설,백화점
2020-01-01 20:37,서울특별시,동작구,0,0,0,11,0,11,"판매,업무시설",일반업무,오피스텔
2020-01-01 21:29,경기도,안양시동안구,0,0,0,46,0,46,기타서비스,기타건축물,공중화장실
2020-01-01 21:51,경상남도,김해시,0,0,0,293,293,0,산업시설,공장시설,그 밖의 공업
2020-01-01 21:56,경기도,광명시,0,0,0,55,0,55,주거,공동주택,다세대주택
2020-01-01 22:07,전라북도,완주군,0,0,0,1205,537,668,기타서비스,기타건축물,기타 건축물
2020-01-01 22:17,인천광역시,계양구,0,0,0,7806,5478,2328,주거,단독주택,기타 단독주택
2020-01-01 22:46,경상북도,청도군,0,0,0,54,37,17,생활서비스,음식점,기타휴게음식점
2020-01-01 23:12,부산광역시,부산진구,0,0,0,0,,,주거,공동주택,다세대주택
2020-01-01 23:26,경기도,김포시,0,0,0,46539,22600,23939,산업시설,공장시설,인쇄업
2020-01-01 23:30,부산광역시,사상구,0,0,0,0,,,기타,야외,기타야외
2020-01-01 23:35,서울특별시,강서구,0,0,0,330,0,330,"판매,업무시설",판매시설,시장
2020-01-01 23:41,대구광역시,북구,0,0,0,96,70,26,기타,야외,쓰레기
2020-01-01 23:59,경기도,고양시일산동구,0,0,0,3520,0,3520,"자동차,철도차량",자동차,화물자동차
2020-01-02 01:09,경상남도,거제시,0,0,0,5,0,5,주거,공동주택,아파트
2020-01-02 01:24,광주광역시,동구,0,0,0,17882,10895,6987,"판매,업무시설",일반업무,기타 일반업무시설
2020-01-02 01:33,인천광역시,미추홀구,0,0,0,9308,7277,2031,주거,단독주택,단독주택
2020-01-02 01:33,울산광역시,울주군,0,0,0,3888,3168,720,주거,단독주택,단독주택
2020-01-02 01:40,전라남도,나주시,0,0,0,7465,6772,693,산업시설,창고시설,"창고, 물품저장소"
2020-01-02 02:56,충청남도,공주시,0,0,0,9164,6210,2954,주거,단독주택,단독주택
2020-01-02 03:20,인천광역시,서구,3,2,1,27173,16800,10373,주거,공동주택,아파트
2020-01-02 03:35,대전광역시,서구,0,0,0,121,0,121,주거,단독주택,다가구주택
2020-01-02 03:40,경상남도,김해시,0,0,0,1320,0,1320,"자동차,철도차량",자동차,화물자동차
2020-01-02 03:50,충청북도,영동군,1,1,0,4250,3150,1100,주거,단독주택,단독주택
2020-01-02 04:07,서울특별시,양천구,0,0,0,209,0,209,주거,공동주택,연립주택
2020-01-02 04:10,경기도,하남시,0,0,0,95751,52917,42834,산업시설,동식물시설,농예용 온실
2020-01-02 04:50,전라북도,김제시,0,0,0,19189,5989,13200,산업시설,동식물시설,돈사
2020-01-02 04:54,경기도,수원시권선구,0,0,0,2420,1940,480,주거,단독주택,다가구주택
2020-01-02 05:02,경기도,화성시,0,0,0,11345,8342,3003,산업시설,위생시설,분뇨시설
2020-01-02 05:09,충청북도,괴산군,0,0,0,49835,19035,30800,산업시설,동식물시설,농장
2020-01-02 05:51,경기도,여주시,0,0,0,2157,0,2157,기타서비스,기타건축물,기타 건축물
2020-01-02 06:29,서울특별시,종로구,1,0,1,281,0,281,교육시설,"연구,학원","기타 연구,학원"
2020-01-02 06:48,경기도,안산시단원구,0,0,0,3960,0,3960,"자동차,철도차량",자동차,승용자동차
2020-01-02 07:06,경기도,양주시,1,0,1,4411,3053,1358,주거,단독주택,기타 단독주택
2020-01-02 07:14,대구광역시,서구,0,0,0,528,0,528,산업시설,공장시설,방직공업
2020-01-02 07:27,전라북도,순창군,0,0,0,18833,14901,3932,주거,단독주택,단독주택
2020-01-02 07:43,전라북도,김제시,0,0,0,301,301,0,산업시설,동식물시설,우사
2020-01-02 08:17,충청남도,태안군,0,0,0,1375,0,1375,"자동차,철도차량",자동차,화물자동차
2020-01-02 08:20,충청남도,홍성군,0,0,0,8910,0,8910,"자동차,철도차량",자동차,특수자동차
2020-01-02 09:10,광주광역시,서구,0,0,0,13200,0,13200,"자동차,철도차량",자동차,승용자동차
2020-01-02 09:37,경기도,부천시,0,0,0,95,60,35,주거,단독주택,단독주택
2020-01-02 09:54,경기도,안양시만안구,0,0,0,3839,0,3839,"자동차,철도차량",자동차,승용자동차
2020-01-02 10:13,전라남도,영암군,0,0,0,15,0,15,기타,야외,기타야외
2020-01-02 10:15,충청북도,음성군,0,0,0,63107,63107,0,기타서비스,기타건축물,기타 건축물
2020-01-02 10:20,경기도,화성시,0,0,0,9217,8324,893,"판매,업무시설",일반업무,오피스텔
2020-01-02 10:45,전라남도,영암군,0,0,0,20540,10681,9859,주거,단독주택,단독주택
2020-01-02 10:59,경기도,파주시,0,0,0,1516,493,1023,산업시설,공장시설,그 밖의 공업
2020-01-02 11:10,전라남도,화순군,0,0,0,4108,1358,2750,주거,단독주택,단독주택
2020-01-02 11:11,경상남도,거제시,0,0,0,268,1,267,산업시설,위생시설,폐기물재활용시설
2020-01-02 11:15,경상북도,상주시,0,0,0,393,283,110,주거,단독주택,단독주택
2020-01-02 11:17,부산광역시,부산진구,0,0,0,0,,,주거,공동주택,아파트
2020-01-02 11:34,경기도,안산시상록구,0,0,0,3412,3357,55,기타,야외,야적장
2020-01-02 11:42,서울특별시,강북구,0,0,0,9,0,9,주거,공동주택,다세대주택
2020-01-02 11:56,경상북도,성주군,0,0,0,503,322,181,주거,단독주택,단독주택
2020-01-02 12:27,전라북도,순창군,0,0,0,32112,10976,21136,산업시설,동식물시설,계사
2020-01-02 12:33,경상북도,포항시북구,0,0,0,176,85,91,생활서비스,음식점,"커피숍,다방,카페"
2020-01-02 12:44,경상남도,진주시,0,0,0,20427,15013,5414,주거,단독주택,단독주택
2020-01-02 13:05,경상남도,밀양시,0,0,0,3662,1349,2313,산업시설,창고시설,"창고, 물품저장소"
2020-01-02 13:15,경기도,구리시,0,0,0,100,50,50,생활서비스,음식점,한식
2020-01-02 13:18,강원도,삼척시,0,0,0,152460,0,152460,"자동차,철도차량",건설기계,덤프트럭
2020-01-02 13:40,부산광역시,사하구,0,0,0,0,,,기타,야외,쓰레기
2020-01-02 13:48,경상북도,영주시,0,0,0,1835,1386,449,산업시설,창고시설,기타 창고
2020-01-02 14:12,부산광역시,강서구,0,0,0,0,,,기타,야외,기타야외
2020-01-02 14:22,전라남도,고흥군,0,0,0,251,196,55,생활서비스,음식점,한식
2020-01-02 14:27,충청남도,부여군,0,0,0,1322,116,1206,주거,단독주택,단독주택
2020-01-02 14:52,서울특별시,광진구,0,0,0,223,0,223,주거,단독주택,단독주택
2020-01-02 14:57,경상남도,진주시,0,0,0,1100,0,1100,"자동차,철도차량",자동차,화물자동차
2020-01-02 15:12,전라남도,나주시,0,0,0,2483,2415,68,"판매,업무시설",일반업무,기타 일반업무시설
2020-01-02 15:15,경기도,수원시영통구,0,0,0,12,0,12,주거,공동주택,다세대주택
2020-01-02 15:29,전라남도,고흥군,0,0,0,326,326,0,주거,단독주택,단독주택
2020-01-02 15:30,울산광역시,동구,0,0,0,48,0,48,기타,야외,기타야외
2020-01-02 15:43,대구광역시,서구,0,0,0,397,67,330,생활서비스,음식점,한식
2020-01-02 15:49,경기도,평택시,0,0,0,309,179,130,생활서비스,음식점,"치킨,족발"
2020-01-02 15:58,경상남도,양산시,0,0,0,33,0,33,기타,야외,공터
2020-01-02 15:59,강원도,원주시,0,0,0,8603,4298,4305,주거,단독주택,단독주택
2020-01-02 16:09,서울특별시,영등포구,0,0,0,3241,1200,2041,주거,단독주택,다가구주택
2020-01-02 16:11,제주특별자치도,서귀포시,0,0,0,3403,3403,0,산업시설,창고시설,기타 창고
2020-01-02 16:53,전라남도,고흥군,0,0,0,3,0,3,임야,들불,기타 들불
2020-01-02 16:57,경기도,안산시단원구,0,0,0,140,0,140,"자동차,철도차량",자동차,버스
2020-01-02 17:00,경기도,하남시,0,0,0,2750,0,2750,산업시설,작업장,공업사
2020-01-02 17:03,충청남도,예산군,0,0,0,14312,3960,10352,주거,단독주택,단독주택
2020-01-02 17:08,서울특별시,성동구,0,0,0,652,0,652,집합시설,종교시설,교회
2020-01-02 17:32,대구광역시,중구,0,0,0,0,,,생활서비스,음식점,간이음식점
2020-01-02 17:46,경상남도,창원시 의창구,0,0,0,233,200,33,기타,야외,기타야외
2020-01-02 17:52,서울특별시,종로구,0,0,0,11,0,11,"판매,업무시설",숙박시설,모텔
2020-01-02 17:53,충청북도,청주시서원구,0,0,0,7493,2845,4648,"판매,업무시설",판매시설,기타 판매시설
2020-01-02 17:57,전라남도,신안군,0,0,0,9588,8058,1530,주거,단독주택,단독주택
2020-01-02 18:10,경기도,남양주시,0,0,0,3558,3473,85,주거,공동주택,아파트
2020-01-02 18:12,대구광역시,동구,0,0,0,55,0,55,산업시설,작업장,기타 작업장
2020-01-02 18:34,강원도,철원군,0,0,0,60,0,60,기타,야외,기타야외
2020-01-02 18:42,경상남도,하동군,0,0,0,807,589,218,산업시설,동식물시설,농장
2020-01-02 18:51,인천광역시,강화군,0,0,0,2702,2447,255,주거,단독주택,단독주택
2020-01-02 19:02,서울특별시,광진구,0,0,0,495,0,495,"자동차,철도차량",자동차,승용자동차
2020-01-02 19:49,경기도,과천시,0,0,0,1935,408,1527,"판매,업무시설",일반업무,일반회사
2020-01-02 20:35,경상남도,김해시,0,0,0,1540,0,1540,"자동차,철도차량",자동차,승용자동차
2020-01-02 20:41,경상남도,김해시,0,0,0,9900,0,9900,"자동차,철도차량",자동차,버스
2020-01-02 20:45,서울특별시,강남구,0,0,0,216,0,216,기타,야외,쓰레기
2020-01-02 20:48,경기도,시흥시,1,0,1,6663,6639,24,"판매,업무시설",판매시설,기타 판매시설
2020-01-02 21:07,강원도,춘천시,0,0,0,497,497,0,주거,단독주택,단독주택
2020-01-02 21:23,경상북도,경산시,0,0,0,15400,0,15400,"자동차,철도차량",자동차,승용자동차
2020-01-02 21:47,전라남도,순천시,0,0,0,1060,419,641,주거,공동주택,다세대주택
2020-01-02 21:52,서울특별시,금천구,0,0,0,1228,67,1161,주거,공동주택,아파트
2020-01-02 22:12,충청남도,서천군,0,0,0,163,111,52,산업시설,동식물시설,우사
2020-01-02 22:21,대전광역시,유성구,0,0,0,44,0,44,생활서비스,음식점,기타 음식점
2020-01-02 22:38,경기도,화성시,0,0,0,27,0,27,생활서비스,음식점,한식
2020-01-02 23:22,대전광역시,동구,0,0,0,2135,1430,705,생활서비스,음식점,한식
2020-01-02 23:34,전라남도,장성군,0,0,0,27,0,27,기타,도로,전봇대
2020-01-03 00:04,강원도,춘천시,0,0,0,0,,,기타,야외,쓰레기
2020-01-03 00:10,부산광역시,연제구,0,0,0,1889,352,1537,생활서비스,음식점,한식
2020-01-03 01:23,경상남도,양산시,0,0,0,63,0,63,생활서비스,일상서비스,의류
2020-01-03 01:24,경상남도,통영시,0,0,0,33,30,3,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2020-01-03 01:44,서울특별시,중구,0,0,0,50,0,50,기타,야외,쓰레기
2020-01-03 02:31,강원도,영월군,0,0,0,60,0,60,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2020-01-03 02:35,경상북도,경산시,0,0,0,4931,3625,1306,기타서비스,기타건축물,기타 건축물
2020-01-03 02:36,인천광역시,부평구,1,0,1,3208,331,2877,산업시설,작업장,"고철처리소, 고물상"
2020-01-03 02:55,경기도,김포시,0,0,0,284,150,134,주거,공동주택,아파트
2020-01-03 03:36,서울특별시,광진구,0,0,0,23010,13845,9165,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2020-01-03 04:36,경기도,여주시,0,0,0,60207,58912,1295,주거,단독주택,단독주택
2020-01-03 05:38,인천광역시,남동구,0,0,0,4534,2849,1685,산업시설,공장시설,금속기계 및 기구공업
2020-01-03 05:46,서울특별시,관악구,0,0,0,130,0,130,주거,공동주택,다세대주택
2020-01-03 06:26,전라북도,고창군,0,0,0,6821,1524,5297,산업시설,동식물시설,농예용 온실
2020-01-03 06:33,경상남도,밀양시,0,0,0,205,90,115,기타,야외,쓰레기
2020-01-03 06:53,경기도,여주시,0,0,0,1100,0,1100,"자동차,철도차량",자동차,특수자동차
2020-01-03 08:23,전라북도,무주군,0,0,0,155467,134900,20567,기타서비스,기타건축물,기타 건축물
2020-01-03 09:07,경상남도,함양군,0,0,0,4160,1311,2849,주거,단독주택,단독주택
2020-01-03 09:13,경기도,포천시,0,0,0,1386,1064,322,산업시설,공장시설,제재 및 목공업
2020-01-03 09:20,대구광역시,북구,0,0,0,0,,,"자동차,철도차량",자동차,승용자동차
2020-01-03 09:20,서울특별시,관악구,0,0,0,257,257,0,주거,공동주택,아파트
2020-01-03 09:26,울산광역시,중구,0,0,0,333,143,190,주거,단독주택,다가구주택
2020-01-03 09:29,서울특별시,도봉구,0,0,0,55,0,55,집합시설,종교시설,교회
2020-01-03 09:32,인천광역시,계양구,0,0,0,452,103,349,주거,공동주택,아파트
2020-01-03 09:33,경기도,안양시동안구,0,0,0,9557,9523,34,주거,공동주택,아파트
2020-01-03 09:54,경기도,포천시,0,0,0,767,574,193,산업시설,공장시설,방직공업
2020-01-03 10:16,경기도,파주시,0,0,0,17192,9951,7241,주거,공동주택,아파트
2020-01-03 10:21,충청남도,보령시,0,0,0,147,134,13,"판매,업무시설",판매시설,기타 판매시설
2020-01-03 10:25,서울특별시,관악구,0,0,0,283,0,283,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2020-01-03 10:33,전라남도,광양시,0,0,0,78,66,12,생활서비스,일상서비스,일반상점
2020-01-03 10:51,강원도,고성군,0,0,0,0,,,기타,야외,기타야외
2020-01-03 10:59,전라북도,전주시덕진구,0,0,0,1856,968,888,집합시설,종교시설,성당
2020-01-03 11:04,경기도,양주시,0,0,0,2475,0,2475,"자동차,철도차량",자동차,화물자동차
2020-01-03 11:17,강원도,강릉시,0,0,0,0,,,기타,야외,공터
2020-01-03 11:18,경기도,의왕시,2,0,2,616,0,616,"자동차,철도차량",자동차,승용자동차
2020-01-03 11:42,경기도,이천시,0,0,0,151,151,0,"판매,업무시설",판매시설,할인점(마트)
2020-01-03 12:07,서울특별시,영등포구,0,0,0,40,34,6,주거,단독주택,다가구주택
2020-01-03 12:15,경기도,남양주시,0,0,0,28865,24803,4062,주거,기타주택,비닐하우스
2020-01-03 12:22,강원도,춘천시,0,0,0,0,,,임야,산불,국유림
2020-01-03 12:32,전라북도,정읍시,0,0,0,183,106,77,생활서비스,일상서비스,예식장
2020-01-03 12:42,인천광역시,부평구,0,0,0,99,0,99,주거,공동주택,아파트
2020-01-03 12:56,경기도,부천시,0,0,0,55,0,55,"자동차,철도차량",건설기계,기타 건설기계
2020-01-03 13:02,경상남도,통영시,0,0,0,275,0,275,기타,야외,기타야외
2020-01-03 13:03,강원도,강릉시,0,0,0,0,,,기타,야외,기타야외
2020-01-03 13:03,부산광역시,동래구,0,0,0,0,,,주거,단독주택,다중주택
2020-01-03 13:06,서울특별시,강남구,0,0,0,115,0,115,"판매,업무시설",판매시설,상가빌딩
2020-01-03 13:31,인천광역시,연수구,0,0,0,140,0,140,주거,공동주택,아파트
2020-01-03 13:34,인천광역시,강화군,0,0,0,1288,792,496,주거,공동주택,다세대주택
2020-01-03 13:50,서울특별시,중랑구,0,0,0,0,,,주거,단독주택,단독주택
2020-01-03 14:09,경기도,수원시권선구,0,0,0,785,0,785,주거,단독주택,기타 단독주택
2020-01-03 14:17,경기도,안산시단원구,0,0,0,437,425,12,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2020-01-03 14:21,경상남도,의령군,0,0,0,4235,3443,792,주거,단독주택,단독주택
2020-01-03 14:24,강원도,강릉시,0,0,0,1117,1117,0,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2020-01-03 14:25,경상남도,거제시,0,0,0,31,31,0,"판매,업무시설",일반업무,기타 일반업무시설
2020-01-03 14:25,충청북도,충주시,0,0,0,1111,851,260,기타서비스,기타건축물,기타 건축물
2020-01-03 14:28,강원도,원주시,0,0,0,31873,1073,30800,산업시설,공장시설,인쇄업
2020-01-03 14:39,서울특별시,서초구,0,0,0,96,0,96,산업시설,위생시설,폐기물재활용시설
2020-01-03 14:41,경기도,안산시상록구,0,0,0,97134,0,97134,기타,야외,야적장
2020-01-03 14:42,경상북도,울진군,1,1,0,2509,1046,1463,기타서비스,기타건축물,기타 건축물
2020-01-03 14:56,전라남도,해남군,0,0,0,45,45,0,주거,단독주택,단독주택
2020-01-03 15:04,전라남도,장흥군,0,0,0,223,0,223,기타,야외,쓰레기
2020-01-03 15:05,대전광역시,대덕구,0,0,0,68,0,68,생활서비스,음식점,한식
2020-01-03 15:25,충청남도,금산군,0,0,0,4362,4012,350,주거,공동주택,다세대주택
2020-01-03 15:35,경상남도,창녕군,0,0,0,240986,213486,27500,운수자동차시설,자동차시설,"세차장, 폐차장"
2020-01-03 15:45,경기도,의정부시,0,0,0,8250,0,8250,"자동차,철도차량",자동차,승용자동차
2020-01-03 15:58,경기도,성남시분당구,0,0,0,130,0,130,"판매,업무시설",판매시설,상점가
2020-01-03 16:16,강원도,춘천시,0,0,0,0,,,"자동차,철도차량",자동차,화물자동차
2020-01-03 17:07,부산광역시,중구,1,0,1,1804,0,1804,주거,공동주택,주상복합아파트
2020-01-03 17:11,충청남도,청양군,0,0,0,10799,0,10799,기타,야외,기타야외
