화재발생년월일,시도,시군구,인명피해소계,사망,부상,재산피해소계,부동산,동산,장소대분류,장소중분류,장소소분류
2021-01-01 07:57,경상남도,합천군,0,0,0,181,0,181,기타,야외,공터
2021-01-01 08:12,경기도,의정부시,0,0,0,295,154,141,기타,야외,공터
2021-01-01 08:21,경상북도,영덕군,0,0,0,873,0,873,"자동차,철도차량",자동차,승용자동차
2021-01-01 08:30,충청북도,충주시,0,0,0,1261,519,742,주거,단독주택,단독주택
2021-01-01 09:14,경기도,용인시처인구,0,0,0,5203,0,5203,"자동차,철도차량",자동차,화물자동차
2021-01-01 09:16,경기도,남양주시,0,0,0,8360,0,8360,"자동차,철도차량",자동차,승용자동차
2021-01-01 10:15,강원도,영월군,0,0,0,144063,114136,29927,집합시설,종교시설,성당
2021-01-01 10:18,경상남도,거창군,0,0,0,468,0,468,산업시설,동식물시설,농예용 온실
2021-01-01 10:26,경기도,광주시,0,0,0,36960,27720,9240,기타서비스,기타건축물,기타 건축물
2021-01-01 10:26,전라북도,전주시덕진구,0,0,0,2200,0,2200,"자동차,철도차량",자동차,승용자동차
2021-01-01 10:33,서울특별시,중랑구,0,0,0,352,0,352,운수자동차시설,자동차시설,주차장
2021-01-01 10:38,경상남도,거창군,0,0,0,442,0,442,기타,야외,기타야외
2021-01-01 10:40,충청남도,천안시동남구,0,0,0,514,0,514,기타,야외,기타야외
2021-01-01 10:41,경기도,동두천시,0,0,0,14,0,14,기타,야외,공터
2021-01-01 10:41,경상북도,경주시,0,0,0,486,447,39,주거,단독주택,단독주택
2021-01-01 11:10,경기도,남양주시,0,0,0,416,212,204,주거,공동주택,아파트
2021-01-01 11:33,경기도,동두천시,0,0,0,216,216,0,기타,야외,쓰레기
2021-01-01 11:37,경기도,시흥시,0,0,0,112,0,112,기타,야외,기타야외
2021-01-01 11:39,인천광역시,서구,0,0,0,385,0,385,"자동차,철도차량",자동차,오토바이
2021-01-01 11:55,경기도,고양시일산동구,0,0,0,5570,0,5570,"자동차,철도차량",자동차,승용자동차
2021-01-01 12:21,경상북도,고령군,0,0,0,90,90,0,기타서비스,기타건축물,기타 건축물
2021-01-01 12:28,강원도,양양군,0,0,0,1746,1129,617,생활서비스,음식점,횟집
2021-01-01 12:32,광주광역시,서구,0,0,0,304,304,0,주거,공동주택,아파트
2021-01-01 12:34,경기도,남양주시,0,0,0,2200,0,2200,임야,산불,국유림
2021-01-01 12:40,경기도,평택시,0,0,0,143,93,50,주거,단독주택,단독주택
2021-01-01 12:52,경기도,남양주시,0,0,0,2516,1278,1238,산업시설,창고시설,"창고, 물품저장소"
2021-01-01 13:03,경기도,용인시처인구,0,0,0,1239,784,455,주거,단독주택,단독주택
2021-01-01 13:16,서울특별시,동대문구,0,0,0,100,89,11,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2021-01-01 13:17,경상북도,문경시,0,0,0,2266,1826,440,주거,단독주택,단독주택
2021-01-01 13:18,경상남도,창원시 의창구,0,0,0,110,0,110,"자동차,철도차량",자동차,승용자동차
2021-01-01 13:43,서울특별시,서초구,2,0,2,661,570,91,주거,공동주택,아파트
2021-01-01 13:59,충청남도,당진시,0,0,0,1647,748,899,기타서비스,기타건축물,기타 건축물
2021-01-01 14:08,경기도,여주시,0,0,0,181,60,121,기타,야외,기타야외
2021-01-01 14:13,충청남도,청양군,0,0,0,3711,2767,944,주거,단독주택,단독주택
2021-01-01 15:21,대전광역시,동구,0,0,0,4630,3170,1460,산업시설,창고시설,"창고, 물품저장소"
2021-01-01 15:33,경상남도,김해시,0,0,0,932,756,176,주거,공동주택,아파트
2021-01-01 16:17,서울특별시,성북구,0,0,0,498,101,397,산업시설,공장시설,방직공업
2021-01-01 16:21,강원도,원주시,1,0,1,523,523,0,산업시설,창고시설,기타 창고
2021-01-01 16:21,경기도,성남시분당구,0,0,0,12,12,0,주거,공동주택,아파트
2021-01-01 16:40,서울특별시,구로구,0,0,0,50,0,50,주거,단독주택,다가구주택
2021-01-01 16:43,전라북도,익산시,0,0,0,5579,2992,2587,산업시설,창고시설,기타 창고
2021-01-01 16:45,서울특별시,관악구,0,0,0,2084,1681,403,주거,공동주택,연립주택
2021-01-01 17:38,제주특별자치도,제주시,0,0,0,3073,2626,447,산업시설,창고시설,기타 창고
2021-01-01 17:53,대전광역시,서구,0,0,0,1202260,279635,922625,산업시설,공장시설,그 밖의 공업
2021-01-01 17:54,경기도,광주시,0,0,0,2409,1084,1325,기타서비스,기타건축물,기타 건축물
2021-01-01 18:11,경기도,양주시,0,0,0,1278,1278,0,기타,야외,야적장
2021-01-01 18:12,인천광역시,동구,0,0,0,892,721,171,주거,단독주택,다가구주택
2021-01-01 18:14,서울특별시,양천구,0,0,0,15,0,15,주거,공동주택,아파트
2021-01-01 18:38,부산광역시,중구,0,0,0,0,,,기타,야외,쓰레기
2021-01-01 18:44,경상남도,진주시,0,0,0,372,372,0,기타서비스,기타건축물,공중화장실
2021-01-01 18:52,경상남도,밀양시,0,0,0,7892,2884,5008,산업시설,동식물시설,기타 동식물시설
2021-01-01 19:09,전라북도,군산시,0,0,0,301,166,135,집합시설,종교시설,교회
2021-01-01 19:14,대구광역시,달서구,0,0,0,156,0,156,기타,야외,기타야외
2021-01-01 19:15,충청남도,논산시,0,0,0,1100,640,460,산업시설,동식물시설,농예용 온실
2021-01-01 19:28,경기도,수원시영통구,0,0,0,792,308,484,"의료,복지시설",노유자시설,노인복지시설
2021-01-01 19:32,전라남도,무안군,0,0,0,64517,5350,59167,집합시설,전시장,기타 전시장
2021-01-01 19:34,서울특별시,금천구,0,0,0,352,74,278,주거,단독주택,단독주택
2021-01-01 20:01,강원도,횡성군,0,0,0,195,195,0,주거,단독주택,단독주택
2021-01-01 20:26,경기도,의정부시,0,0,0,1397,498,899,주거,단독주택,단독주택
2021-01-01 20:28,충청남도,당진시,0,0,0,1933,1405,528,산업시설,창고시설,"창고, 물품저장소"
2021-01-01 20:36,충청남도,부여군,0,0,0,23929,3592,20337,기타서비스,기타건축물,기타 건축물
2021-01-01 20:38,인천광역시,계양구,0,0,0,24,0,24,기타,야외,쓰레기
2021-01-01 20:39,전라남도,담양군,0,0,0,42,42,0,기타서비스,기타건축물,기타 건축물
2021-01-01 20:49,부산광역시,수영구,0,0,0,0,,,기타,야외,쓰레기
2021-01-01 20:52,대전광역시,유성구,0,0,0,1455,734,721,주거,단독주택,다가구주택
2021-01-01 20:56,대전광역시,유성구,0,0,0,100,0,100,"의료,복지시설",의료시설,의원
2021-01-01 21:06,경상남도,양산시,0,0,0,22,0,22,기타,야외,쓰레기
2021-01-01 21:41,서울특별시,강남구,0,0,0,27,0,27,주거,공동주택,아파트
2021-01-01 21:52,전라남도,곡성군,0,0,0,1669,1073,596,기타서비스,기타건축물,기타 건축물
2021-01-01 21:58,제주특별자치도,서귀포시,0,0,0,5532,1183,4349,기타,야외,기타야외
2021-01-01 22:08,경기도,성남시중원구,0,0,0,33,33,0,주거,단독주택,다가구주택
2021-01-01 22:16,대전광역시,서구,0,0,0,187,0,187,기타서비스,기타건축물,기타 건축물
2021-01-01 22:34,경상북도,영주시,0,0,0,1980,0,1980,기타,야외,기타야외
2021-01-01 22:51,강원도,양구군,0,0,0,0,,,기타,야외,기타야외
2021-01-01 23:03,경기도,수원시권선구,0,0,0,883,568,315,주거,공동주택,아파트
2021-01-01 23:49,경기도,광주시,0,0,0,135,0,135,주거,공동주택,아파트
2021-01-01 23:50,서울특별시,노원구,0,0,0,2292,92,2200,"자동차,철도차량",자동차,오토바이
2021-01-02 00:21,전라남도,여수시,0,0,0,330,0,330,"선박,항공기",선박,어선
2021-01-02 01:18,경상북도,안동시,0,0,0,5036,4015,1021,주거,단독주택,단독주택
2021-01-02 01:33,경상북도,울진군,0,0,0,65,35,30,기타서비스,기타건축물,노상매점
2021-01-02 01:56,울산광역시,남구,0,0,0,4,0,4,주거,공동주택,기타 공동주택
2021-01-02 01:58,경기도,고양시일산동구,0,0,0,904,35,869,생활서비스,음식점,횟집
2021-01-02 03:15,인천광역시,미추홀구,0,0,0,584,334,250,주거,공동주택,다세대주택
2021-01-02 03:17,울산광역시,남구,0,0,0,1100,0,1100,"자동차,철도차량",자동차,오토바이
2021-01-02 03:20,전라북도,익산시,0,0,0,4620,4620,0,"판매,업무시설",일반업무,금융기관(농협 등)
2021-01-02 03:25,전라남도,목포시,0,0,0,51,0,51,생활서비스,음식점,일식
2021-01-02 04:17,광주광역시,북구,0,0,0,2072,1073,999,생활서비스,음식점,한식
2021-01-02 04:19,경기도,남양주시,0,0,0,20834,5489,15345,기타서비스,기타건축물,기타 건축물
2021-01-02 04:41,충청남도,홍성군,0,0,0,3000,1344,1656,산업시설,동식물시설,농예용 온실
2021-01-02 05:01,경기도,가평군,0,0,0,922,820,102,주거,단독주택,단독주택
2021-01-02 05:28,서울특별시,동작구,0,0,0,13,0,13,생활서비스,음식점,한식
2021-01-02 06:24,충청남도,부여군,0,0,0,26658,11643,15015,산업시설,동식물시설,돈사
2021-01-02 06:31,인천광역시,연수구,0,0,0,119,0,119,주거,기타주택,기타 주택
2021-01-02 06:35,충청남도,아산시,0,0,0,2952,2501,451,산업시설,공장시설,식료품공업
2021-01-02 08:20,경상북도,상주시,0,0,0,2032,514,1518,주거,기타주택,기타 주택
2021-01-02 08:46,전라남도,고흥군,0,0,0,462,352,110,기타서비스,기타건축물,기타 건축물
2021-01-02 08:53,인천광역시,서구,0,0,0,9909,5541,4368,주거,공동주택,다세대주택
2021-01-02 09:15,경기도,광주시,0,0,0,98,70,28,주거,공동주택,아파트
2021-01-02 09:27,대구광역시,남구,1,0,1,4101,1920,2181,생활서비스,음식점,한식
2021-01-02 09:33,인천광역시,미추홀구,0,0,0,203,183,20,"판매,업무시설",일반업무,오피스텔
2021-01-02 10:03,경기도,가평군,0,0,0,97,97,0,"판매,업무시설",숙박시설,펜션
2021-01-02 10:11,강원도,강릉시,0,0,0,0,,,기타,야외,쓰레기
2021-01-02 10:11,경기도,안성시,0,0,0,1865,1639,226,운수자동차시설,자동차시설,기타 자동차시설
2021-01-02 10:19,인천광역시,미추홀구,0,0,0,132,0,132,"판매,업무시설",일반업무,오피스텔
2021-01-02 10:29,경상남도,고성군,0,0,0,99,0,99,기타,야외,기타야외
2021-01-02 10:34,경기도,의정부시,0,0,0,460,9,451,주거,공동주택,아파트
2021-01-02 10:37,경기도,포천시,0,0,0,6037,5337,700,주거,단독주택,단독주택
2021-01-02 10:50,광주광역시,서구,0,0,0,2054,1856,198,산업시설,위생시설,폐기물처리시설
2021-01-02 10:53,전라남도,고흥군,0,0,0,838,508,330,주거,단독주택,단독주택
2021-01-02 10:56,경상남도,고성군,0,0,0,2303,0,2303,산업시설,동식물시설,돈사
2021-01-02 10:59,대구광역시,동구,0,0,0,198,143,55,주거,단독주택,단독주택
2021-01-02 11:09,서울특별시,관악구,0,0,0,62455,24761,37694,주거,단독주택,다가구주택
2021-01-02 11:09,서울특별시,동작구,0,0,0,498,467,31,생활서비스,일상서비스,기타 일상서비스
2021-01-02 11:15,서울특별시,금천구,1,0,1,480,0,480,주거,단독주택,다가구주택
2021-01-02 12:10,서울특별시,은평구,0,0,0,458,73,385,산업시설,공장시설,"전기, 전자공업"
2021-01-02 12:12,서울특별시,은평구,0,0,0,79587,30191,49396,생활서비스,음식점,기타 음식점
2021-01-02 12:12,경상북도,성주군,0,0,0,185,185,0,주거,단독주택,단독주택
2021-01-02 12:13,경상북도,예천군,0,0,0,262,218,44,"판매,업무시설",판매시설,상가빌딩
2021-01-02 12:21,경기도,광주시,0,0,0,55,0,55,기타,야외,쓰레기
2021-01-02 12:45,경기도,파주시,0,0,0,240,0,240,임야,산불,사유림
2021-01-02 12:54,서울특별시,서초구,0,0,0,3752,1813,1939,생활서비스,음식점,"치킨,족발"
2021-01-02 12:59,경기도,고양시덕양구,0,0,0,335,0,335,임야,산불,사유림
2021-01-02 13:00,충청남도,서산시,0,0,0,605,0,605,생활서비스,음식점,한식
2021-01-02 13:23,경상북도,경주시,0,0,0,1059,706,353,주거,단독주택,단독주택
2021-01-02 13:27,서울특별시,송파구,0,0,0,49,0,49,기타,야외,쓰레기
2021-01-02 13:40,대구광역시,달성군,0,0,0,0,,,생활서비스,일상서비스,기타 일상서비스
2021-01-02 13:42,전라남도,순천시,0,0,0,80,0,80,기타,야외,기타야외
2021-01-02 14:02,서울특별시,마포구,0,0,0,19,0,19,생활서비스,음식점,분식
2021-01-02 14:02,경기도,파주시,1,0,1,1357,1266,91,기타,야외,기타야외
2021-01-02 14:12,대구광역시,중구,0,0,0,44,18,26,"판매,업무시설",판매시설,상점가
2021-01-02 14:24,서울특별시,성북구,0,0,0,231,0,231,"자동차,철도차량",자동차,오토바이
2021-01-02 14:31,경기도,남양주시,0,0,0,10836,7137,3699,주거,단독주택,단독주택
2021-01-02 14:33,경기도,성남시수정구,0,0,0,380,314,66,기타,야외,기타야외
2021-01-02 14:38,경상남도,창원시 진해구,0,0,0,192,0,192,기타,야외,기타야외
2021-01-02 14:38,강원도,태백시,0,0,0,778,778,0,산업시설,공장시설,그 밖의 공업
2021-01-02 15:34,서울특별시,양천구,0,0,0,53,0,53,기타,야외,쓰레기
2021-01-02 15:41,서울특별시,관악구,0,0,0,1,0,1,생활서비스,일상서비스,고시원(원룸텔)
2021-01-02 16:01,인천광역시,강화군,0,0,0,15766,11586,4180,주거,단독주택,단독주택
2021-01-02 16:02,울산광역시,울주군,0,0,0,22,0,22,기타,야외,공터
2021-01-02 16:04,서울특별시,강서구,0,0,0,29,0,29,집합시설,종교시설,교회
2021-01-02 16:22,경기도,남양주시,0,0,0,449,0,449,"자동차,철도차량",자동차,승용자동차
2021-01-02 16:25,전라남도,순천시,0,0,0,11517,6112,5405,주거,단독주택,다가구주택
2021-01-02 16:30,인천광역시,강화군,0,0,0,5466,4016,1450,주거,기타주택,기타 주택
2021-01-02 16:50,경기도,하남시,0,0,0,681,56,625,생활서비스,음식점,한식
2021-01-02 17:04,전라남도,무안군,0,0,0,15,15,0,기타,야외,기타야외
2021-01-02 17:19,충청북도,괴산군,0,0,0,1009,1009,0,기타서비스,기타건축물,기타 건축물
2021-01-02 17:30,전라북도,전주시덕진구,0,0,0,919,0,919,"의료,복지시설",건강시설,기타 건강시설
2021-01-02 17:32,충청남도,논산시,0,0,0,8742,8082,660,산업시설,동식물시설,버섯재배사
2021-01-02 17:36,경상북도,울진군,1,0,1,16087,13068,3019,주거,단독주택,단독주택
2021-01-02 17:47,경상북도,청도군,0,0,0,55,0,55,기타서비스,기타건축물,기타 건축물
2021-01-02 17:52,서울특별시,중랑구,0,0,0,94,70,24,주거,단독주택,다가구주택
2021-01-02 17:56,강원도,속초시,3,0,3,41287,29384,11903,주거,단독주택,다가구주택
2021-01-02 17:58,경상남도,거제시,0,0,0,330,0,330,"자동차,철도차량",자동차,오토바이
2021-01-02 18:03,대구광역시,남구,0,0,0,774,752,22,주거,공동주택,아파트
2021-01-02 18:03,경기도,수원시팔달구,0,0,0,827,276,551,집합시설,종교시설,성당
2021-01-02 18:18,대전광역시,동구,0,0,0,30,0,30,기타,야외,쓰레기
2021-01-02 18:23,경상북도,포항시북구,0,0,0,1292,572,720,생활서비스,음식점,한식
2021-01-02 18:25,서울특별시,강남구,0,0,0,82,0,82,기타,야외,쓰레기
2021-01-02 18:39,인천광역시,중구,0,0,0,797,316,481,주거,공동주택,아파트
2021-01-02 18:41,경기도,광명시,1,1,0,8911,5340,3571,주거,기타주택,기타 주택
2021-01-02 18:44,전라북도,임실군,0,0,0,7920,7810,110,주거,단독주택,단독주택
2021-01-02 18:47,서울특별시,도봉구,0,0,0,88,0,88,"판매,업무시설",판매시설,상점가
2021-01-02 19:08,서울특별시,구로구,0,0,0,430,330,100,기타,야외,쓰레기
2021-01-02 19:10,경기도,용인시처인구,0,0,0,2499,1487,1012,산업시설,공장시설,그 밖의 공업
2021-01-02 19:30,광주광역시,북구,0,0,0,302,214,88,주거,공동주택,아파트
2021-01-02 19:44,강원도,속초시,0,0,0,0,,,기타,야외,쓰레기
2021-01-02 19:48,경기도,군포시,0,0,0,462,0,462,"자동차,철도차량",자동차,화물자동차
2021-01-02 19:49,경기도,성남시분당구,0,0,0,37988,13367,24621,주거,공동주택,아파트
2021-01-02 19:53,경상남도,창원시 의창구,0,0,0,33,33,0,기타,야외,기타야외
2021-01-02 20:09,부산광역시,영도구,0,0,0,8860,966,7894,산업시설,작업장,기타 작업장
2021-01-02 20:32,경기도,평택시,0,0,0,36522,15100,21422,산업시설,위생시설,폐기물재활용시설
2021-01-02 20:43,강원도,원주시,0,0,0,5178,4991,187,생활서비스,오락시설,노래연습장
2021-01-02 20:45,충청북도,괴산군,0,0,0,2411,1201,1210,주거,기타주택,컨테이너(주거용)
2021-01-02 21:01,경상남도,창녕군,0,0,0,9542,4200,5342,주거,단독주택,단독주택
2021-01-02 21:13,대전광역시,동구,0,0,0,1411,1053,358,주거,단독주택,다가구주택
2021-01-02 21:27,서울특별시,금천구,0,0,0,0,,,기타,야외,쓰레기
2021-01-02 21:29,경상북도,경주시,0,0,0,22,0,22,기타,야외,공터
2021-01-02 21:31,대구광역시,동구,0,0,0,49,0,49,기타,야외,기타야외
2021-01-02 21:57,서울특별시,성북구,0,0,0,9,0,9,기타,야외,쓰레기
2021-01-02 22:06,서울특별시,도봉구,1,0,1,18606,15221,3385,주거,공동주택,아파트
2021-01-02 22:25,강원도,홍천군,0,0,0,1436,221,1215,주거,기타주택,비닐하우스
2021-01-02 22:26,경기도,고양시덕양구,0,0,0,108,0,108,기타,야외,쓰레기
2021-01-02 22:41,충청북도,청주시 청원구,0,0,0,836,0,836,기타,도로,기타도로
2021-01-02 22:47,경기도,수원시팔달구,0,0,0,4734,3133,1601,생활서비스,일상서비스,"수리,A/S,상하수도"
2021-01-02 23:07,경기도,성남시중원구,0,0,0,51,0,51,기타,야외,기타야외
2021-01-02 23:29,전라북도,완주군,1,0,1,179,57,122,주거,단독주택,다가구주택
2021-01-02 23:29,전라남도,강진군,0,0,0,3303,415,2888,기타서비스,기타건축물,기타 건축물
2021-01-02 23:29,서울특별시,강북구,0,0,0,115,0,115,기타,야외,쓰레기
2021-01-02 23:46,충청북도,청주시 상당구,0,0,0,620,590,30,산업시설,창고시설,"창고, 물품저장소"
2021-01-03 00:00,경상북도,의성군,0,0,0,1020,971,49,주거,단독주택,단독주택
2021-01-03 00:49,충청남도,논산시,0,0,0,211,129,82,산업시설,동식물시설,농예용 온실
2021-01-03 01:00,강원도,춘천시,1,1,0,171401,149972,21429,주거,단독주택,단독주택
2021-01-03 01:29,전라남도,여수시,0,0,0,77,77,0,주거,단독주택,단독주택
2021-01-03 01:47,부산광역시,기장군,0,0,0,6672,72,6600,"자동차,철도차량",자동차,승용자동차
2021-01-03 01:49,경기도,부천시,0,0,0,883,443,440,산업시설,동식물시설,농장
2021-01-03 02:29,충청남도,천안시동남구,0,0,0,24460,17622,6838,주거,공동주택,아파트
2021-01-03 02:48,인천광역시,부평구,0,0,0,389,222,167,주거,단독주택,단독주택
2021-01-03 03:00,경기도,용인시처인구,0,0,0,740,107,633,생활서비스,음식점,중식
2021-01-03 03:39,경상북도,상주시,0,0,0,9433,335,9098,기타서비스,기타건축물,기타 건축물
2021-01-03 03:44,울산광역시,남구,0,0,0,60,0,60,기타,야외,기타야외
2021-01-03 04:12,경기도,평택시,0,0,0,90745,46897,43848,산업시설,공장시설,"전기, 전자공업"
2021-01-03 04:12,강원도,춘천시,0,0,0,115,0,115,기타,야외,기타야외
2021-01-03 04:52,경기도,부천시,0,0,0,144115,91689,52426,생활서비스,음식점,일식
2021-01-03 05:26,부산광역시,수영구,0,0,0,0,,,주거,공동주택,아파트
2021-01-03 05:30,경상북도,예천군,0,0,0,6111,1060,5051,산업시설,동식물시설,우사
2021-01-03 06:37,대전광역시,서구,0,0,0,3201,2710,491,주거,공동주택,아파트
2021-01-03 07:00,경기도,남양주시,0,0,0,116536,35009,81527,운수자동차시설,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장"
2021-01-03 07:38,부산광역시,남구,0,0,0,1887,1410,477,생활서비스,음식점,한식
2021-01-03 07:44,경기도,화성시,0,0,0,7586,4561,3025,기타,야외,야적장
2021-01-03 07:48,경기도,군포시,0,0,0,19811,10014,9797,주거,공동주택,다세대주택
2021-01-03 07:53,충청남도,서산시,0,0,0,1225,620,605,산업시설,창고시설,기타 창고
2021-01-03 08:14,충청남도,서산시,0,0,0,15301,12210,3091,주거,단독주택,단독주택
2021-01-03 08:32,서울특별시,은평구,0,0,0,6304,4922,1382,교육시설,학교,중학교
2021-01-03 09:14,경상북도,안동시,0,0,0,14850,0,14850,"자동차,철도차량",건설기계,굴삭기
2021-01-03 09:17,경상북도,성주군,0,0,0,550,550,0,주거,단독주택,단독주택
2021-01-03 09:17,경상북도,경산시,0,0,0,4294,3194,1100,주거,공동주택,기타 공동주택
2021-01-03 09:37,경기도,가평군,0,0,0,121,0,121,기타,야외,기타야외
2021-01-03 10:04,대전광역시,유성구,0,0,0,716,455,261,생활서비스,음식점,한식
2021-01-03 10:19,경기도,파주시,0,0,0,2448,1521,927,산업시설,위생시설,폐기물재활용시설
2021-01-03 10:24,경기도,양주시,0,0,0,8776,7352,1424,주거,단독주택,단독주택
2021-01-03 10:33,경기도,안산시상록구,0,0,0,186,161,25,주거,공동주택,다세대주택
2021-01-03 11:22,서울특별시,은평구,0,0,0,1479,826,653,주거,공동주택,아파트
2021-01-03 11:22,경상북도,경산시,0,0,0,5785,1861,3924,산업시설,동식물시설,농예용 온실
2021-01-03 11:38,경기도,포천시,0,0,0,409,0,409,임야,산불,국유림
2021-01-03 11:39,서울특별시,마포구,0,0,0,138,126,12,주거,단독주택,기타 단독주택
2021-01-03 11:47,강원도,원주시,0,0,0,177,69,108,기타,야외,기타야외
2021-01-03 11:57,경기도,용인시수지구,0,0,0,1166,634,532,주거,공동주택,아파트
2021-01-03 12:34,충청북도,괴산군,0,0,0,772,772,0,산업시설,동식물시설,버섯재배사
2021-01-03 12:49,전라북도,임실군,0,0,0,436,364,72,기타서비스,기타건축물,기타 건축물
2021-01-03 13:06,경상북도,경산시,0,0,0,4468,629,3839,기타,야외,야적장
2021-01-03 13:19,경기도,이천시,0,0,0,233,0,233,기타,야외,기타야외
2021-01-03 13:32,경기도,광주시,0,0,0,3300,0,3300,"자동차,철도차량",자동차,승용자동차
2021-01-03 13:33,서울특별시,관악구,0,0,0,128,67,61,주거,단독주택,다중주택
2021-01-03 13:50,경상남도,산청군,0,0,0,148,0,148,임야,산불,국유림
2021-01-03 13:57,대구광역시,동구,0,0,0,7700,0,7700,"자동차,철도차량",자동차,화물자동차
2021-01-03 14:02,경상북도,칠곡군,0,0,0,936,364,572,기타서비스,기타건축물,기타 건축물
2021-01-03 14:04,울산광역시,중구,0,0,0,55,0,55,기타,야외,기타야외
2021-01-03 14:15,대구광역시,서구,0,0,0,75,47,28,주거,단독주택,단독주택
2021-01-03 14:19,경상남도,창원시 의창구,0,0,0,48,0,48,기타,야외,기타야외
2021-01-03 14:30,부산광역시,영도구,0,0,0,0,,,기타,야외,기타야외
2021-01-03 14:59,경기도,고양시일산서구,0,0,0,137,0,137,주거,단독주택,다가구주택
2021-01-03 15:06,부산광역시,사하구,1,0,1,5511,1425,4086,주거,단독주택,단독주택
2021-01-03 15:10,전라남도,고흥군,0,0,0,5,0,5,임야,들불,기타 들불
2021-01-03 15:11,울산광역시,중구,0,0,0,99,99,0,기타,야외,기타야외
2021-01-03 15:16,경기도,남양주시,0,0,0,126,126,0,산업시설,창고시설,기타 창고
2021-01-03 15:17,전라북도,전주시덕진구,0,0,0,3,0,3,주거,공동주택,아파트
2021-01-03 15:54,경기도,구리시,0,0,0,27,0,27,기타,야외,쓰레기
2021-01-03 15:57,전라북도,진안군,0,0,0,6592,3960,2632,주거,단독주택,단독주택
2021-01-03 16:02,전라북도,고창군,0,0,0,8477,8477,0,산업시설,공장시설,식료품공업
2021-01-03 16:07,경상북도,영덕군,0,0,0,1259,608,651,주거,단독주택,단독주택
2021-01-03 16:52,경기도,포천시,0,0,0,660,0,660,"자동차,철도차량",자동차,승용자동차
2021-01-03 17:02,경기도,평택시,0,0,0,8932,0,8932,산업시설,공장시설,금속기계 및 기구공업
2021-01-03 17:05,충청북도,영동군,0,0,0,24395,9091,15304,주거,단독주택,단독주택
2021-01-03 17:08,경기도,화성시,0,0,0,8261,2695,5566,산업시설,공장시설,그 밖의 공업
2021-01-03 17:25,울산광역시,울주군,0,0,0,880,0,880,기타,야외,기타야외
