화재발생년월일,시도,시군구,인명피해소계,사망,부상,재산피해소계,부동산,동산,장소대분류,장소중분류,장소소분류
2019-01-01 09:37,전라남도,해남군,0,0,0,8722,7827,895,주거,단독주택,단독주택
2019-01-01 09:56,전라남도,고흥군,0,0,0,11,0,11,임야,들불,기타 들불
2019-01-01 10:00,충청북도,제천시,0,0,0,667,667,0,주거,공동주택,아파트
2019-01-01 10:14,전라북도,완주군,0,0,0,202,0,202,주거,단독주택,단독주택
2019-01-01 10:14,경기도,김포시,1,0,1,7190,3722,3468,주거,단독주택,단독주택
2019-01-01 10:21,대구광역시,수성구,1,0,1,209,132,77,주거,단독주택,단독주택
2019-01-01 10:29,세종특별자치시,세종,0,0,0,3866,3495,371,주거,단독주택,단독주택
2019-01-01 10:44,경기도,광명시,1,0,1,859,0,859,주거,공동주택,아파트
2019-01-01 11:27,경상북도,구미시,0,0,0,186681,159676,27005,산업시설,동식물시설,기타 동식물시설
2019-01-01 11:37,강원도,삼척시,0,0,0,0,,,임야,들불,숲
2019-01-01 11:38,전라남도,광양시,0,0,0,206,124,82,기타서비스,기타건축물,기타 건축물
2019-01-01 11:45,강원도,동해시,0,0,0,0,,,기타,야외,쓰레기
2019-01-01 12:13,경상남도,남해군,0,0,0,180,0,180,기타,야외,쓰레기
2019-01-01 12:25,경기도,고양시덕양구,0,0,0,1027,748,279,기타서비스,기타건축물,기타 건축물
2019-01-01 12:32,경상남도,산청군,0,0,0,4087,2250,1837,주거,단독주택,단독주택
2019-01-01 12:35,경상북도,영천시,0,0,0,742,0,742,임야,산불,사유림
2019-01-01 12:37,경기도,하남시,0,0,0,27205,3005,24200,산업시설,작업장,기타 작업장
2019-01-01 12:44,경상남도,창원시 성산구,0,0,0,2909,500,2409,산업시설,발전시설,기타 발전시설
2019-01-01 12:53,전라남도,나주시,0,0,0,550,0,550,임야,산불,사유림
2019-01-01 13:00,경상북도,성주군,0,0,0,13852,12070,1782,주거,단독주택,단독주택
2019-01-01 13:33,경기도,성남시분당구,0,0,0,9537,9333,204,주거,공동주택,아파트
2019-01-01 13:33,부산광역시,강서구,0,0,0,113,91,22,기타서비스,기타건축물,기타 건축물
2019-01-01 13:38,서울특별시,광진구,0,0,0,5146,4455,691,주거,단독주택,다가구주택
2019-01-01 13:39,서울특별시,송파구,0,0,0,53,0,53,주거,공동주택,연립주택
2019-01-01 13:40,경상남도,의령군,0,0,0,0,,,기타,야외,기타야외
2019-01-01 13:47,경기도,안산시단원구,0,0,0,358,257,101,"판매,업무시설",판매시설,상가빌딩
2019-01-01 13:48,세종특별자치시,세종,0,0,0,248130,82200,165930,산업시설,공장시설,식료품공업
2019-01-01 13:55,충청북도,청주시청원구,0,0,0,75,75,0,기타,도로,기타도로
2019-01-01 13:59,제주특별자치도,서귀포시,0,0,0,445,0,445,임야,들불,과수원
2019-01-01 14:00,서울특별시,관악구,0,0,0,143,0,143,"자동차,철도차량",자동차,화물자동차
2019-01-01 14:11,충청남도,천안시서북구,0,0,0,788,568,220,주거,단독주택,다가구주택
2019-01-01 14:17,경기도,가평군,0,0,0,55,0,55,기타,야외,공터
2019-01-01 14:18,경상북도,김천시,0,0,0,5705,5227,478,주거,단독주택,단독주택
2019-01-01 14:24,충청남도,당진시,1,0,1,2508,2178,330,주거,단독주택,단독주택
2019-01-01 14:37,제주특별자치도,서귀포시,0,0,0,234,0,234,기타,야외,기타야외
2019-01-01 14:43,부산광역시,강서구,0,0,0,65,50,15,주거,단독주택,단독주택
2019-01-01 14:47,충청북도,음성군,0,0,0,5163,5163,0,산업시설,공장시설,금속기계 및 기구공업
2019-01-01 14:54,부산광역시,해운대구,0,0,0,381,216,165,생활서비스,음식점,한식
2019-01-01 14:56,전라북도,정읍시,0,0,0,82,22,60,기타서비스,기타건축물,기타 건축물
2019-01-01 15:03,경기도,부천시,0,0,0,176,0,176,주거,공동주택,아파트
2019-01-01 15:05,강원도,양양군,0,0,0,0,,,기타,야외,기타야외
2019-01-01 15:06,광주광역시,북구,0,0,0,5822,5822,0,교육시설,학교,대학교
2019-01-01 15:09,경상남도,김해시,0,0,0,0,,,임야,들불,논밭두렁
2019-01-01 15:09,서울특별시,강서구,0,0,0,221,0,221,기타,야외,야적장
2019-01-01 15:18,서울특별시,송파구,0,0,0,420,0,420,교육시설,학교,고등학교
2019-01-01 15:52,울산광역시,동구,0,0,0,1100,0,1100,"자동차,철도차량",자동차,화물자동차
2019-01-01 15:54,경기도,이천시,0,0,0,40388,40388,0,산업시설,창고시설,기타 창고
2019-01-01 16:12,강원도,양양군,0,0,0,1990745,0,1990745,임야,산불,사유림
2019-01-01 16:13,대전광역시,중구,0,0,0,1424,1424,0,주거,단독주택,단독주택
2019-01-01 16:51,서울특별시,은평구,0,0,0,341,0,341,주거,단독주택,다가구주택
2019-01-01 17:25,전라남도,여수시,0,0,0,8800,0,8800,임야,들불,논밭두렁
2019-01-01 17:42,대구광역시,수성구,0,0,0,110,0,110,"의료,복지시설",의료시설,병원
2019-01-01 18:19,경상북도,포항시남구,0,0,0,23403,19364,4039,생활서비스,음식점,호프집
2019-01-01 18:24,전라남도,무안군,1,1,0,55,0,55,기타,야외,기타야외
2019-01-01 18:34,서울특별시,금천구,0,0,0,40,0,40,생활서비스,일상서비스,일반상점
2019-01-01 18:51,충청북도,청주시상당구,0,0,0,455,455,0,주거,단독주택,단독주택
2019-01-01 18:59,경기도,화성시,0,0,0,220,0,220,기타,야외,야적장
2019-01-01 19:23,대전광역시,서구,0,0,0,1100,0,1100,"자동차,철도차량",자동차,승용자동차
2019-01-01 19:31,경기도,포천시,0,0,0,85,0,85,기타,야외,기타야외
2019-01-01 19:31,경상남도,하동군,0,0,0,11,0,11,생활서비스,음식점,한식(휴게)
2019-01-01 19:34,강원도,동해시,0,0,0,0,,,기타,야외,쓰레기
2019-01-01 19:53,경기도,이천시,0,0,0,121,121,0,주거,단독주택,단독주택
2019-01-01 19:58,부산광역시,동래구,0,0,0,0,,,주거,공동주택,주상복합아파트
2019-01-01 20:01,경상북도,구미시,0,0,0,397,388,9,주거,공동주택,아파트
2019-01-01 20:14,서울특별시,송파구,0,0,0,19,0,19,주거,단독주택,단독주택
2019-01-01 20:26,전라남도,해남군,0,0,0,9433,5940,3493,주거,단독주택,단독주택
2019-01-01 20:33,경기도,양주시,0,0,0,19305,0,19305,"자동차,철도차량",자동차,승용자동차
2019-01-01 20:33,서울특별시,구로구,0,0,0,270,0,270,기타,야외,기타야외
2019-01-01 21:00,강원도,횡성군,0,0,0,0,,,기타,야외,야적장
2019-01-01 21:04,경기도,양평군,0,0,0,15160,9332,5828,주거,단독주택,단독주택
2019-01-01 21:40,부산광역시,동구,1,0,1,1785,1364,421,주거,단독주택,단독주택
2019-01-01 21:55,경기도,안산시단원구,0,0,0,35,35,0,기타,야외,쓰레기
2019-01-01 22:02,강원도,동해시,0,0,0,22,0,22,생활서비스,음식점,분식
2019-01-01 22:07,경상북도,군위군,1,1,0,156795,95635,61160,생활서비스,음식점,한식
2019-01-01 22:18,경상남도,진주시,0,0,0,220,0,220,"의료,복지시설",건강시설,"목욕장(사우나, 찜질방)"
2019-01-01 22:30,경상북도,울진군,0,0,0,291,118,173,주거,단독주택,단독주택
2019-01-01 22:37,인천광역시,부평구,0,0,0,88711,37889,50822,산업시설,공장시설,금속기계 및 기구공업
2019-01-01 22:47,경상남도,함안군,0,0,0,809,809,0,생활서비스,음식점,한식
2019-01-01 22:57,서울특별시,용산구,0,0,0,730,0,730,생활서비스,음식점,한식
2019-01-01 23:19,서울특별시,중구,0,0,0,56,0,56,기타,도로,기타도로
2019-01-01 23:39,인천광역시,서구,3,0,3,1435,712,723,주거,공동주택,아파트
2019-01-01 23:50,경기도,용인시처인구,0,0,0,208,97,111,주거,공동주택,연립주택
2019-01-02 00:34,경기도,부천시,0,0,0,92,4,88,기타,야외,쓰레기
2019-01-02 00:44,서울특별시,동대문구,0,0,0,2709,1767,942,주거,공동주택,아파트
2019-01-02 00:49,제주특별자치도,제주시,0,0,0,1230,999,231,주거,공동주택,아파트
2019-01-02 00:51,경기도,이천시,0,0,0,27863,19767,8096,주거,단독주택,단독주택
2019-01-02 00:53,서울특별시,강서구,0,0,0,77,0,77,주거,공동주택,연립주택
2019-01-02 00:59,서울특별시,구로구,0,0,0,24,0,24,주거,공동주택,아파트
2019-01-02 01:08,경기도,평택시,0,0,0,3515,847,2668,생활서비스,음식점,간이음식점
2019-01-02 01:10,강원도,속초시,0,0,0,20984,12859,8125,생활서비스,음식점,한식
2019-01-02 01:39,서울특별시,송파구,0,0,0,337,0,337,주거,공동주택,주상복합아파트
2019-01-02 01:46,전라남도,신안군,0,0,0,21614,11565,10049,"의료,복지시설",노유자시설,경로당
2019-01-02 01:49,경상북도,청도군,0,0,0,66,0,66,생활서비스,음식점,중식
2019-01-02 02:16,대전광역시,중구,0,0,0,794,189,605,주거,공동주택,아파트
2019-01-02 02:22,경기도,평택시,0,0,0,554,0,554,주거,단독주택,단독주택
2019-01-02 03:41,서울특별시,영등포구,0,0,0,50,0,50,기타,도로,가로등
2019-01-02 03:58,경상남도,남해군,0,0,0,9112,7381,1731,산업시설,창고시설,"창고, 물품저장소"
2019-01-02 04:51,경기도,남양주시,0,0,0,5393,4368,1025,주거,공동주택,아파트
2019-01-02 05:00,강원도,강릉시,0,0,0,497,497,0,주거,단독주택,단독주택
2019-01-02 05:08,경기도,포천시,0,0,0,4553,3708,845,주거,단독주택,단독주택
2019-01-02 05:17,경상남도,창원시 마산회원구,0,0,0,1176,874,302,산업시설,공장시설,화학공업
2019-01-02 05:33,울산광역시,북구,0,0,0,333,0,333,임야,산불,사유림
2019-01-02 05:38,경상북도,영천시,0,0,0,7478,5769,1709,주거,기타주택,컨테이너(주거용)
2019-01-02 05:55,충청남도,아산시,0,0,0,858,0,858,임야,들불,논밭두렁
2019-01-02 06:40,충청북도,음성군,0,0,0,14542,9159,5383,주거,단독주택,단독주택
2019-01-02 06:44,대구광역시,중구,0,0,0,423,144,279,생활서비스,일상서비스,기타 일상서비스
2019-01-02 06:46,서울특별시,강북구,0,0,0,18,0,18,기타,야외,쓰레기
2019-01-02 06:56,서울특별시,성북구,0,0,0,262,38,224,주거,단독주택,단독주택
2019-01-02 07:18,서울특별시,강북구,0,0,0,20,0,20,주거,공동주택,아파트
2019-01-02 07:20,경상북도,울진군,0,0,0,5611,1254,4357,기타서비스,기타건축물,기타 건축물
2019-01-02 07:26,서울특별시,광진구,0,0,0,16500,0,16500,"자동차,철도차량",자동차,승용자동차
2019-01-02 07:30,경상북도,봉화군,0,0,0,3136,2336,800,산업시설,공장시설,그 밖의 공업
2019-01-02 07:30,충청남도,천안시동남구,0,0,0,301,0,301,생활서비스,음식점,"치킨,족발(휴게)"
2019-01-02 07:32,대구광역시,서구,0,0,0,1090,0,1090,산업시설,공장시설,방직공업
2019-01-02 07:44,경상남도,양산시,0,0,0,280,0,280,기타,야외,기타야외
2019-01-02 08:03,강원도,춘천시,1,0,1,6241,6109,132,주거,단독주택,단독주택
2019-01-02 08:18,서울특별시,중구,0,0,0,1,0,1,기타,도로,기타도로
2019-01-02 08:24,울산광역시,중구,0,0,0,1155,0,1155,"자동차,철도차량",자동차,오토바이
2019-01-02 08:53,대전광역시,서구,0,0,0,6740,5196,1544,주거,공동주택,연립주택
2019-01-02 09:00,경기도,포천시,0,0,0,39668,38882,786,산업시설,창고시설,기타 창고
2019-01-02 09:01,서울특별시,양천구,0,0,0,10021,4392,5629,주거,공동주택,다세대주택
2019-01-02 09:04,전라남도,장성군,0,0,0,324,172,152,기타,야외,기타야외
2019-01-02 09:09,충청북도,진천군,0,0,0,479,479,0,생활서비스,음식점,횟집
2019-01-02 09:15,충청북도,음성군,0,0,0,72,0,72,기타,야외,기타야외
2019-01-02 09:18,경기도,평택시,0,0,0,1050,1050,0,생활서비스,일상서비스,기타 일상서비스
2019-01-02 09:30,경기도,양주시,0,0,0,683,127,556,기타,야외,기타야외
2019-01-02 09:32,경상북도,포항시남구,0,0,0,544,191,353,"판매,업무시설",판매시설,시장
2019-01-02 09:45,서울특별시,송파구,0,0,0,14,0,14,주거,공동주택,다세대주택
2019-01-02 09:46,서울특별시,동대문구,0,0,0,229,229,0,교육시설,학교,고등학교
2019-01-02 10:01,경기도,용인시처인구,0,0,0,204,91,113,기타서비스,기타건축물,기타 건축물
2019-01-02 10:11,부산광역시,영도구,0,0,0,1953,1348,605,주거,단독주택,단독주택
2019-01-02 10:17,경상북도,예천군,0,0,0,27,0,27,기타,야외,쓰레기
2019-01-02 10:19,경기도,고양시일산동구,0,0,0,922,353,569,주거,단독주택,단독주택
2019-01-02 10:26,경기도,화성시,0,0,0,783,398,385,산업시설,작업장,철공소
2019-01-02 10:41,경상남도,창원시 성산구,0,0,0,977,162,815,기타,야외,기타야외
2019-01-02 10:48,경상북도,문경시,0,0,0,3817,3337,480,생활서비스,일상서비스,기타 일상서비스
2019-01-02 10:51,전라북도,익산시,0,0,0,81,0,81,기타,야외,기타야외
2019-01-02 10:54,전라북도,부안군,0,0,0,363,212,151,산업시설,공장시설,그 밖의 공업
2019-01-02 11:00,경기도,남양주시,0,0,0,203442,116487,86955,산업시설,창고시설,"창고, 물품저장소"
2019-01-02 11:00,부산광역시,기장군,0,0,0,0,,,기타,야외,기타야외
2019-01-02 11:09,경상북도,상주시,0,0,0,34351,5033,29318,산업시설,동식물시설,버섯재배사
2019-01-02 11:14,충청남도,아산시,0,0,0,39162,28520,10642,주거,단독주택,단독주택
2019-01-02 11:15,서울특별시,강북구,0,0,0,212,0,212,주거,공동주택,아파트
2019-01-02 11:23,부산광역시,강서구,0,0,0,706,684,22,산업시설,동식물시설,기타 동식물시설
2019-01-02 11:32,경기도,파주시,0,0,0,368,122,246,"판매,업무시설",교정시설,기타 교정시설
2019-01-02 11:44,전라남도,무안군,0,0,0,481,316,165,주거,단독주택,단독주택
2019-01-02 11:47,경기도,안양시동안구,0,0,0,121,0,121,생활서비스,일상서비스,일반상점
2019-01-02 11:52,강원도,인제군,0,0,0,0,,,기타,야외,기타야외
2019-01-02 12:09,경상북도,안동시,0,0,0,1100,0,1100,"자동차,철도차량",자동차,승용자동차
2019-01-02 12:17,충청남도,예산군,0,0,0,119,0,119,기타,야외,공터
2019-01-02 12:18,전라남도,화순군,0,0,0,158,0,158,기타,야외,기타야외
2019-01-02 12:20,강원도,원주시,7,0,7,4158524,667388,3491136,"판매,업무시설",판매시설,전통시장
2019-01-02 12:26,부산광역시,사하구,0,0,0,1039,128,911,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2019-01-02 12:36,광주광역시,광산구,0,0,0,709,531,178,기타서비스,기타건축물,기타 건축물
2019-01-02 12:36,전라남도,순천시,0,0,0,0,,,기타,야외,쓰레기
2019-01-02 12:42,경기도,김포시,0,0,0,1815,0,1815,"자동차,철도차량",자동차,승용자동차
2019-01-02 12:45,경기도,김포시,0,0,0,869,869,0,산업시설,공장시설,금속기계 및 기구공업
2019-01-02 12:54,전라남도,광양시,0,0,0,184,184,0,산업시설,공장시설,금속기계 및 기구공업
2019-01-02 12:56,울산광역시,북구,0,0,0,4700,1098,3602,산업시설,창고시설,기타 창고
2019-01-02 13:06,경기도,가평군,0,0,0,325,325,0,산업시설,동식물시설,돈사
2019-01-02 13:08,서울특별시,영등포구,0,0,0,0,,,기타,야외,쓰레기
2019-01-02 13:10,경기도,시흥시,0,0,0,426,0,426,기타,야외,쓰레기
2019-01-02 13:17,경기도,화성시,0,0,0,220,0,220,"자동차,철도차량",자동차,화물자동차
2019-01-02 13:29,경기도,화성시,0,0,0,1584,1084,500,기타서비스,기타건축물,기타 건축물
2019-01-02 13:34,부산광역시,영도구,0,0,0,4400,0,4400,"선박,항공기",선박,어선
2019-01-02 13:41,경상남도,김해시,0,0,0,1689,1315,374,산업시설,동식물시설,우사
2019-01-02 13:48,충청남도,예산군,0,0,0,244,244,0,산업시설,공장시설,그 밖의 공업
2019-01-02 13:56,경기도,성남시수정구,0,0,0,495,495,0,"판매,업무시설",일반업무,일반회사
2019-01-02 14:05,강원도,평창군,0,0,0,0,,,임야,들불,숲
2019-01-02 14:14,경상북도,안동시,0,0,0,528,302,226,기타서비스,기타건축물,기타 건축물
2019-01-02 14:23,서울특별시,관악구,0,0,0,2359,2021,338,"판매,업무시설",일반업무,일반빌딩
2019-01-02 14:27,전라북도,전주시완산구,0,0,0,28406,23213,5193,주거,공동주택,아파트
2019-01-02 14:37,전라남도,해남군,0,0,0,770,0,770,기타,야외,기타야외
2019-01-02 14:50,서울특별시,서초구,0,0,0,966,119,847,산업시설,창고시설,"창고, 물품저장소"
2019-01-02 15:20,전라남도,고흥군,0,0,0,536,503,33,산업시설,창고시설,기타 창고
2019-01-02 15:31,경상북도,성주군,0,0,0,451,0,451,기타서비스,기타건축물,기타 건축물
2019-01-02 15:32,인천광역시,옹진군,0,0,0,1216,281,935,임야,산불,사유림
2019-01-02 15:33,대구광역시,동구,0,0,0,4236,3580,656,주거,공동주택,아파트
2019-01-02 15:34,전라남도,나주시,0,0,0,12556,11680,876,주거,단독주택,단독주택
2019-01-02 15:34,경상북도,김천시,0,0,0,1320,0,1320,임야,들불,과수원
2019-01-02 15:38,충청남도,천안시서북구,0,0,0,675,400,275,"판매,업무시설",일반업무,금융기관(농협 등)
2019-01-02 15:46,경기도,성남시분당구,0,0,0,418,0,418,"자동차,철도차량",자동차,버스
2019-01-02 15:46,경상북도,성주군,0,0,0,496,397,99,주거,기타주택,컨테이너(주거용)
2019-01-02 15:56,대구광역시,달성군,0,0,0,7700,0,7700,"자동차,철도차량",자동차,화물자동차
2019-01-02 15:58,경기도,부천시,0,0,0,1134,0,1134,기타,야외,기타야외
2019-01-02 16:00,경기도,가평군,0,0,0,305,305,0,주거,기타주택,컨테이너(주거용)
2019-01-02 16:06,경기도,의정부시,0,0,0,847,0,847,기타,도로,전봇대
2019-01-02 16:09,경상북도,울진군,0,0,0,975,975,0,기타서비스,기타건축물,기타 건축물
2019-01-02 16:32,강원도,태백시,0,0,0,0,,,기타,야외,쓰레기
2019-01-02 16:35,서울특별시,관악구,0,0,0,1238,407,831,주거,단독주택,다중주택
2019-01-02 16:36,경기도,의정부시,0,0,0,721,0,721,"의료,복지시설",의료시설,기타 의료시설
2019-01-02 16:43,경상남도,양산시,0,0,0,2098,1284,814,산업시설,공장시설,금속기계 및 기구공업
2019-01-02 16:43,서울특별시,중구,0,0,0,330,0,330,"판매,업무시설",일반업무,일반빌딩
2019-01-02 16:44,부산광역시,동래구,0,0,0,9487,0,9487,"자동차,철도차량",자동차,승용자동차
2019-01-02 17:02,경기도,용인시수지구,0,0,0,83,45,38,주거,공동주택,연립주택
2019-01-02 17:06,인천광역시,미추홀구,0,0,0,4290,0,4290,"자동차,철도차량",자동차,승용자동차
2019-01-02 17:17,경기도,남양주시,0,0,0,51,33,18,주거,공동주택,아파트
2019-01-02 17:23,경상남도,진주시,0,0,0,96472,86460,10012,"판매,업무시설",판매시설,백화점
2019-01-02 17:33,경상북도,영덕군,0,0,0,5280,0,5280,"자동차,철도차량",농업기계,기타 농업기계
2019-01-02 17:35,서울특별시,종로구,0,0,0,11,0,11,주거,공동주택,기타 공동주택
2019-01-02 17:38,대전광역시,대덕구,0,0,0,27,0,27,운수자동차시설,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장"
2019-01-02 17:42,부산광역시,사상구,0,0,0,0,,,산업시설,공장시설,금속기계 및 기구공업
2019-01-02 17:43,서울특별시,노원구,0,0,0,322,292,30,주거,공동주택,아파트
2019-01-02 17:52,서울특별시,동작구,0,0,0,0,,,기타,야외,쓰레기
2019-01-02 18:01,서울특별시,강남구,0,0,0,485,0,485,"판매,업무시설",일반업무,일반빌딩
2019-01-02 18:08,경상북도,청도군,0,0,0,20746,15241,5505,주거,단독주택,단독주택
2019-01-02 18:11,대구광역시,달서구,0,0,0,128,0,128,주거,단독주택,단독주택
2019-01-02 18:14,강원도,속초시,0,0,0,18,0,18,주거,단독주택,단독주택
2019-01-02 18:15,경기도,안양시만안구,0,0,0,163,108,55,주거,단독주택,단독주택
2019-01-02 18:15,경기도,성남시분당구,0,0,0,9735,0,9735,"자동차,철도차량",자동차,승용자동차
2019-01-02 18:18,경기도,군포시,0,0,0,88,0,88,산업시설,공장시설,그 밖의 공업
2019-01-02 18:22,경기도,고양시일산서구,1,0,1,11097,3992,7105,주거,공동주택,아파트
2019-01-02 18:58,경기도,남양주시,0,0,0,192174,21487,170687,산업시설,작업장,"목공소, 건재상"
2019-01-02 19:00,서울특별시,서대문구,0,0,0,9,0,9,기타,야외,쓰레기
2019-01-02 19:02,경기도,광주시,0,0,0,224,103,121,산업시설,동식물시설,농예용 온실
2019-01-02 19:32,부산광역시,사상구,0,0,0,118,0,118,주거,공동주택,아파트
2019-01-02 19:48,세종특별자치시,세종,0,0,0,1069,943,126,생활서비스,음식점,횟집
2019-01-02 20:02,경상남도,고성군,0,0,0,0,,,주거,단독주택,단독주택
2019-01-02 20:09,충청남도,천안시서북구,0,0,0,278,119,159,생활서비스,위락시설,단란주점
2019-01-02 20:35,대전광역시,서구,0,0,0,498,393,105,주거,단독주택,다가구주택
2019-01-02 20:36,서울특별시,서대문구,0,0,0,564,503,61,주거,공동주택,아파트
2019-01-02 20:36,경상남도,함양군,0,0,0,157,146,11,주거,단독주택,단독주택
2019-01-02 20:51,충청남도,부여군,0,0,0,16,0,16,기타,야외,기타야외
2019-01-02 21:30,경기도,광주시,0,0,0,499,118,381,산업시설,창고시설,"창고, 물품저장소"
2019-01-02 21:34,제주특별자치도,제주시,0,0,0,226,0,226,주거,공동주택,다세대주택
2019-01-02 21:52,대전광역시,서구,0,0,0,12884,1444,11440,"자동차,철도차량",자동차,승용자동차
2019-01-02 22:01,경기도,안양시만안구,0,0,0,17768,10066,7702,주거,단독주택,단독주택
2019-01-02 22:14,울산광역시,남구,0,0,0,946,0,946,기타서비스,기타건축물,기타 건축물
2019-01-02 22:39,경상북도,구미시,1,0,1,34369,32634,1735,"판매,업무시설",숙박시설,모텔
2019-01-02 22:41,경기도,광주시,0,0,0,166,56,110,주거,단독주택,단독주택
2019-01-02 22:54,부산광역시,수영구,0,0,0,112,112,0,생활서비스,위락시설,유흥주점
2019-01-02 23:00,강원도,춘천시,0,0,0,34812,14828,19984,주거,단독주택,단독주택
2019-01-02 23:23,경상북도,울진군,0,0,0,0,,,임야,산불,사유림
2019-01-02 23:23,부산광역시,남구,0,0,0,425,95,330,주거,공동주택,아파트
2019-01-02 23:31,인천광역시,남동구,0,0,0,128,57,71,주거,공동주택,다세대주택
2019-01-02 23:42,부산광역시,서구,0,0,0,5191,3566,1625,주거,공동주택,다세대주택
2019-01-03 00:08,서울특별시,강남구,0,0,0,45,0,45,기타,야외,쓰레기
2019-01-03 00:44,부산광역시,사하구,0,0,0,211,211,0,기타,야외,쓰레기
2019-01-03 00:51,서울특별시,강동구,0,0,0,30,0,30,주거,공동주택,아파트
2019-01-03 01:18,전라북도,부안군,0,0,0,7121,2148,4973,주거,단독주택,단독주택
2019-01-03 01:45,서울특별시,송파구,0,0,0,902,0,902,"자동차,철도차량",자동차,화물자동차
2019-01-03 01:47,서울특별시,송파구,0,0,0,521,0,521,생활서비스,일상서비스,일반상점
2019-01-03 02:10,서울특별시,종로구,0,0,0,385,55,330,생활서비스,음식점,한식
2019-01-03 03:21,경기도,광주시,0,0,0,1225,565,660,임야,산불,사유림
2019-01-03 03:28,경상남도,창녕군,0,0,0,4523,4314,209,주거,단독주택,기타 단독주택
2019-01-03 03:57,경기도,포천시,0,0,0,198475,195175,3300,산업시설,위생시설,폐기물재활용시설
2019-01-03 04:03,대구광역시,동구,0,0,0,0,,,"자동차,철도차량",자동차,화물자동차
2019-01-03 04:59,경상남도,밀양시,0,0,0,28757,7967,20790,산업시설,동식물시설,돈사
